company_name,url,revenue_class
日本紙パルプ商事株式会社,https://www.kamipa.co.jp/company/,B
綜合警備保障株式会社,https://www.alsok.co.jp/company/,B
株式会社神戸物産,https://www.kobebussan.co.jp/,B
日本軽金属ホールディングス株式会社,https://www.nikkeikinholdings.co.jp/,B
加賀電子株式会社,https://www.taxan.co.jp/,B
ＤＣＭホールディングス株式会社,https://www.dcm-hldgs.co.jp/grp/,B
株式会社　島津製作所,https://www.shimadzu.co.jp/,B
株式会社安川電機,https://www.yaskawa.co.jp/company,B
イオンフィナンシャルサービス株式会社,https://www.aeonfinancial.co.jp/ ,B
日清オイリオグループ株式会社,https://www.nisshin-oillio.com/company/,B
ユアサ商事株式会社,https://www.yuasa.co.jp/corporate/,B
株式会社イズミ,https://www.izumi.co.jp/,B
株式会社山善,https://www.yamazen.co.jp/about/,B
ＤＭＧ森精機株式会社,https://www.dmgmori.co.jp/corporate/,B
キユーピー株式会社,https://www.kewpie.com/,B
スタンレー電気株式会社,https://www.stanley-electric.com/jp/about/,B
シスメックス株式会社,https://www.sysmex.co.jp/corporate/,B
東洋水産株式会社,https://www.maruchan.co.jp/company/,B
サッポロホールディングス株式会社,https://www.sapporoholdings.jp/,B
ＡＲＥホールディングス株式会社,https://www.are-holdings.com/company/,B
イオン九州株式会社,https://www.aeon-kyushu.info/,B
日清紡ホールディングス株式会社,https://www.nisshinbo.co.jp/,B
株式会社クスリのアオキホールディングス,https://www.kusuri-aoki-hd.co.jp/,B
コーナン商事株式会社,https://www.hc-kohnan.com/corporate/,B
株式会社ヤクルト本社,https://www.yakult.co.jp/company/,C
株式会社　熊谷組,https://www.kumagaigumi.co.jp/company/index.html,C
株式会社髙島屋,https://www.takashimaya.co.jp/corp/,C
協和キリン株式会社,https://www.kyowakirin.co.jp/index.html,C
株式会社ＩＤＯＭ,https://idom-inc.com/,C
ＳＢＳホールディングス株式会社,https://www.sbs-group.co.jp/,C
小野薬品工業株式会社,https://www.ono-pharma.com/ja,C
ＵＢＥ株式会社,https://www.ube.com/ube/,C
ホシザキ株式会社,https://www.hoshizaki.co.jp/,C
アスクル株式会社,https://www.askul.co.jp/corp/,C
株式会社ネクソン,https://www.nexon.co.jp/,C
東京建物株式会社,https://tatemono.com/,C
株式会社クラフティア,https://www.kraftia.co.jp/,C
株式会社伊藤園,https://www.itoen.co.jp/,C
松田産業株式会社,https://www.matsuda-sangyo.co.jp/ja/index.html,C
株式会社シマノ,https://www.shimano.com/jp/,C
ヤマハ株式会社,https://www.yamaha.com/ja/about/,C
テイ・エス　テック株式会社,https://www.tstech.co.jp/company/,C
リンナイ株式会社,https://www.rinnai.co.jp/,C
プリマハム株式会社,https://www.primaham.co.jp/company/,C
株式会社すかいらーくホールディングス,https://corp.skylark.co.jp/,C
株式会社クリエイトＳＤホールディングス,https://www.createsdhd.co.jp/,C
千代田化工建設株式会社,https://www.chiyodacorp.com/jp/,C
株式会社アインホールディングス,https://www.ainj.co.jp/corporate/about/,C
株式会社ふくおかフィナンシャルグループ,https://www.fukuoka-fg.com/,C
九州旅客鉄道株式会社,https://www.jrkyushu.co.jp/company/,C
